accepted,collectionId,collectionName,created,from_user,id,invited,rank_in_list,rule_score,to_user,updated,home_court,intensity,level,mode,sim_p_accepted,sim_p_invited,style,synthetic_version,court,habit,role,is_top3,label_accepted
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.047Z,mt56872w8tngo2i,ioxzue2fhk6t26t,False,11,68.67,40j9w2w8w9na2gr,2025-12-05 10:19:46.558Z,25.0,15.0,12,friend,0.036,0.125,16.666666666666664,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.049Z,mt56872w8tngo2i,lvkgjqnmd4yndzi,False,12,65.0,z6bs7ihx65wq6vc,2025-12-05 10:19:46.561Z,25.0,15.0,20,friend,0.033,0.093,5.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.052Z,mt56872w8tngo2i,8gpqclwm4a3nu71,False,13,65.0,gqhnoprwz89ddyj,2025-12-05 10:19:46.563Z,25.0,15.0,20,friend,0.033,0.07,5.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.054Z,mt56872w8tngo2i,wz1pse4y0qte4hc,False,14,64.5,ebcg7fkz1io21fi,2025-12-05 10:19:46.566Z,25.0,15.0,12,friend,0.033,0.069,12.5,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.056Z,mt56872w8tngo2i,7wsqayxio9lyc7s,False,15,64.0,5t0ix7kdemzvdg0,2025-12-05 10:19:46.568Z,25.0,30.0,4,friend,0.032,0.068,5.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.059Z,mt56872w8tngo2i,x5qa893361lqp5k,False,16,62.0,s672fsln5qe6d9t,2025-12-05 10:19:46.571Z,25.0,15.0,12,friend,0.031,0.066,10.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.061Z,mt56872w8tngo2i,cut4z34kt7qlj3q,False,17,62.0,h0973m9bmgzebr7,2025-12-05 10:19:46.573Z,25.0,15.0,12,friend,0.031,0.066,10.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.063Z,mt56872w8tngo2i,kfj77874b5u09de,False,18,60.33,6bedldo7nyczaz9,2025-12-05 10:19:46.576Z,25.0,15.0,12,friend,0.029,0.063,8.333333333333332,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.065Z,mt56872w8tngo2i,0urx7nwkqhbdopc,False,19,60.33,jnndkkl6dvfb670,2025-12-05 10:19:46.579Z,25.0,15.0,12,friend,0.029,0.063,8.333333333333332,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.068Z,mt56872w8tngo2i,4j6hmo8r0was8yd,False,20,60.0,4yivtv4m3fuv8bp,2025-12-05 10:19:46.581Z,0.0,30.0,20,friend,0.037,0.075,10.0,v2_advanced,,,,False,0
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.094Z,v73dpwrjj6nyxfy,c0cvwyhpn10ce7k,True,1,85.0,1kjsu6qiv6163f2,2025-12-05 10:19:46.584Z,,15.0,40,partner,0.604,0.578,10.0,v2_advanced,0.0,0.0,20.0,True,1
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.096Z,v73dpwrjj6nyxfy,ysvchfhi4d91zre,False,2,85.0,xkva4nupkk5y3de,2025-12-05 10:19:46.587Z,,15.0,40,partner,0.06,0.539,10.0,v2_advanced,0.0,0.0,20.0,True,0
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.098Z,v73dpwrjj6nyxfy,lp4kxf68gt5hd02,True,3,85.0,ebcg7fkz1io21fi,2025-12-05 10:19:46.590Z,,15.0,40,partner,0.604,0.501,10.0,v2_advanced,0.0,0.0,20.0,True,1
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.101Z,v73dpwrjj6nyxfy,j5y4w90qwdkw1rt,False,4,82.67,qb0zbbrzl8ubeq8,2025-12-05 10:19:46.594Z,,15.0,40,partner,0.056,0.433,6.666666666666666,v2_advanced,5.0,0.0,16.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.104Z,v73dpwrjj6nyxfy,gi23y667prtyzsu,True,5,81.67,8sm5flm66njwlq7,2025-12-05 10:19:46.596Z,,15.0,40,partner,0.569,0.402,6.666666666666666,v2_advanced,0.0,0.0,20.0,False,0
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.107Z,v73dpwrjj6nyxfy,gdhji3il0rrp27m,True,6,78.33,d9h3d9duos5q9cd,2025-12-05 10:19:46.599Z,,15.0,40,partner,0.535,0.347,3.333333333333333,v2_advanced,0.0,0.0,20.0,False,1
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.110Z,v73dpwrjj6nyxfy,iysxlycvel8jm0b,False,7,75.5,r3ziumbw0rf3tns,2025-12-05 10:19:46.604Z,,7.5,40,partner,0.051,0.298,8.0,v2_advanced,0.0,0.0,20.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.111Z,v73dpwrjj6nyxfy,39x04ple3wusid7,False,8,75.0,uvumxuvhefkuo0u,2025-12-05 10:19:46.606Z,,15.0,40,partner,0.05,0.262,4.0,v2_advanced,0.0,0.0,16.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.114Z,v73dpwrjj6nyxfy,e0if8deejfhktvk,False,9,73.33,j6d2unzsgjnca53,2025-12-05 10:19:46.609Z,,15.0,30,partner,0.047,0.217,3.333333333333333,v2_advanced,5.0,0.0,20.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.116Z,v73dpwrjj6nyxfy,3xpixisczehnv88,False,10,71.67,ghpfamu28s3hyk6,2025-12-05 10:19:46.612Z,,15.0,30,partner,0.047,0.186,6.666666666666666,v2_advanced,0.0,0.0,20.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.117Z,v73dpwrjj6nyxfy,2l31403zcz29jyp,False,11,71.0,z6bs7ihx65wq6vc,2025-12-05 10:19:46.614Z,,15.0,30,partner,0.046,0.153,10.0,v2_advanced,0.0,0.0,16.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.121Z,v73dpwrjj6nyxfy,k1yn1trosqau10a,False,12,71.0,stjnjtpxnldzjyg,2025-12-05 10:19:46.617Z,,15.0,30,partner,0.046,0.123,10.0,v2_advanced,0.0,0.0,16.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.124Z,v73dpwrjj6nyxfy,i02wixc60i00rg2,False,13,70.83,0guxc6pxb6ahc8o,2025-12-05 10:19:46.619Z,,7.5,40,partner,0.046,0.092,3.333333333333333,v2_advanced,0.0,0.0,20.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.126Z,v73dpwrjj6nyxfy,nthiasx0ln7fxu1,False,14,70.17,nx94vgvgq59bzuo,2025-12-05 10:19:46.622Z,,7.5,40,partner,0.046,0.091,6.666666666666666,v2_advanced,0.0,0.0,16.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.128Z,v73dpwrjj6nyxfy,95zgpvt3li8f431,False,15,70.0,exi49w6ujkvhfkm,2025-12-05 10:19:46.625Z,,15.0,30,partner,0.044,0.088,0.0,v2_advanced,5.0,0.0,20.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.130Z,v73dpwrjj6nyxfy,toqgue5yq94h3ap,False,16,70.0,25ft53xap5jzxzz,2025-12-05 10:19:46.628Z,,0.0,40,partner,0.045,0.09,10.0,v2_advanced,0.0,0.0,20.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.133Z,v73dpwrjj6nyxfy,gnca4ezme1oarwz,True,17,70.0,9il6gbmybe8ym6e,2025-12-05 10:19:46.630Z,,0.0,40,partner,0.438,0.088,5.0,v2_advanced,5.0,0.0,20.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.136Z,v73dpwrjj6nyxfy,wq8ku46mzwip0yr,False,18,70.0,7j9bcyelk3ozy3t,2025-12-05 10:19:46.633Z,,15.0,30,partner,0.045,0.09,5.0,v2_advanced,0.0,0.0,20.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.138Z,v73dpwrjj6nyxfy,9cfal0dfnb9i431,False,19,69.33,9mdbadijceh2xjs,2025-12-05 10:19:46.636Z,,0.0,40,partner,0.045,0.089,13.333333333333332,v2_advanced,0.0,0.0,16.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.140Z,v73dpwrjj6nyxfy,kg6r0y3m1m0fhgu,False,20,69.33,y1mc5ifdmw0m7mb,2025-12-05 10:19:46.639Z,,0.0,40,partner,0.045,0.089,13.333333333333332,v2_advanced,0.0,0.0,16.0,False,0
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.172Z,is6ny6chmrb699z,qpnym9t9ubxdhf1,True,1,100.0,ghb4jnqtalhyvw5,2025-12-05 10:19:46.641Z,25.0,30.0,20,friend,0.655,0.626,25.0,v2_advanced,,,,True,1
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.175Z,is6ny6chmrb699z,6ymlvccvnkhkbro,False,2,92.0,a2yfanimmdil2zj,2025-12-05 10:19:46.647Z,25.0,30.0,12,friend,0.057,0.519,25.0,v2_advanced,,,,True,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.177Z,is6ny6chmrb699z,va66timgmqa0shn,False,3,75.33,7wpj8b5e1n06viy,2025-12-05 10:19:46.651Z,25.0,30.0,12,friend,0.041,0.366,8.333333333333332,v2_advanced,,,,True,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.179Z,is6ny6chmrb699z,nqtoz36yrj7gtra,False,4,75.33,lo3r71x97pbs3f7,2025-12-05 10:19:46.654Z,25.0,30.0,12,friend,0.041,0.338,8.333333333333332,v2_advanced,,,,False,0
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.181Z,is6ny6chmrb699z,2lm0wp46dtjfw6y,True,5,75.0,sxc5511cql782hf,2025-12-05 10:19:46.657Z,0.0,30.0,20,friend,0.502,0.361,25.0,v2_advanced,,,,False,1
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.184Z,is6ny6chmrb699z,1cw6bqtu21q1j6o,False,6,75.0,9hztcyu9atvbmju,2025-12-05 10:19:46.659Z,25.0,30.0,20,friend,0.041,0.28,0.0,v2_advanced,,,,False,0
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.186Z,is6ny6chmrb699z,e8e65xh8xgx8ir8,True,7,75.0,y1mc5ifdmw0m7mb,2025-12-05 10:19:46.662Z,25.0,30.0,20,friend,0.412,0.252,0.0,v2_advanced,,,,False,1
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.188Z,is6ny6chmrb699z,nh04emhn2vht6ki,True,8,68.33,27g7le2sut5p54e,2025-12-05 10:19:46.667Z,25.0,15.0,20,friend,0.356,0.198,8.333333333333332,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.191Z,is6ny6chmrb699z,ycf5igwlrcped34,False,9,67.0,3vqfhydhkrnuyqq,2025-12-05 10:19:46.670Z,0.0,30.0,12,friend,0.043,0.2,25.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.193Z,is6ny6chmrb699z,m0asghrbgsd4n98,False,10,67.0,ww0b5rf2dxqhxkg,2025-12-05 10:19:46.673Z,0.0,30.0,12,friend,0.043,0.171,25.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.195Z,is6ny6chmrb699z,lb9yoiss06c73dn,False,11,67.0,aoaawnex8aax7s4,2025-12-05 10:19:46.675Z,25.0,30.0,12,friend,0.035,0.121,0.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.197Z,is6ny6chmrb699z,we42ugrla5iv6br,False,12,67.0,whdl9g99xceg144,2025-12-05 10:19:46.676Z,25.0,30.0,12,friend,0.035,0.097,0.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.200Z,is6ny6chmrb699z,9vpdo4j7zfun10x,False,13,67.0,iwnlegbuv30wix2,2025-12-05 10:19:46.680Z,25.0,30.0,12,friend,0.035,0.072,0.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.202Z,is6ny6chmrb699z,tb6i6weufgadhdj,True,14,67.0,qjpfrdwiwxti0ko,2025-12-05 10:19:46.683Z,0.0,30.0,12,friend,0.427,0.086,25.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.204Z,is6ny6chmrb699z,jb1yqbv12mbmy7v,False,15,62.5,qvccwk1d98c7jjr,2025-12-05 10:19:46.684Z,0.0,30.0,20,friend,0.039,0.079,12.5,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.207Z,is6ny6chmrb699z,3lgckht4jtit6zx,False,16,60.33,lnthf2qkec6m3cp,2025-12-05 10:19:46.688Z,25.0,15.0,12,friend,0.029,0.063,8.333333333333332,v2_advanced,,,,False,0
