accepted,collectionId,collectionName,created,features,from_user,id,invited,rank_in_list,rule_score,to_user,updated
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:45.986Z,"{'home_court': 25, 'intensity': 15, 'level': 12, 'mode': 'friend', 'sim_p_accepted': 0.035, 'sim_p_invited': 0.072, 'style': 15, 'synthetic_version': 'v2_advanced'}",gyc8dhvum70lq25,ujhbcc96ygk309j,False,15,67,hx5y1jwd3sd3a7t,2025-12-05 10:19:46.516Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:45.988Z,"{'home_court': 25, 'intensity': 30, 'level': 12, 'mode': 'friend', 'sim_p_accepted': 0.345, 'sim_p_invited': 0.072, 'style': 0, 'synthetic_version': 'v2_advanced'}",gyc8dhvum70lq25,maghehfyerwkr5v,True,16,67,ip2xjgllnhnhsvs,2025-12-05 10:19:46.519Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:45.991Z,"{'home_court': 25, 'intensity': 15, 'level': 20, 'mode': 'friend', 'sim_p_accepted': 0.034, 'sim_p_invited': 0.071, 'style': 6.25, 'synthetic_version': 'v2_advanced'}",gyc8dhvum70lq25,kstrs5fz7x2hs71,False,17,66.25,s9e21voho25djld,2025-12-05 10:19:46.522Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:45.993Z,"{'home_court': 25, 'intensity': 30, 'level': 4, 'mode': 'friend', 'sim_p_accepted': 0.033, 'sim_p_invited': 0.07, 'style': 6.25, 'synthetic_version': 'v2_advanced'}",gyc8dhvum70lq25,1qk4u1rs0kh3m1a,False,18,65.25,hipn12d6hlvx5w6,2025-12-05 10:19:46.524Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:45.995Z,"{'home_court': 25, 'intensity': 15, 'level': 20, 'mode': 'friend', 'sim_p_accepted': 0.033, 'sim_p_invited': 0.07, 'style': 5, 'synthetic_version': 'v2_advanced'}",gyc8dhvum70lq25,p0iwq2hyvreoflt,False,19,65,7s0e3d1rmrpemb0,2025-12-05 10:19:46.527Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:45.998Z,"{'home_court': 25, 'intensity': 0, 'level': 20, 'mode': 'friend', 'sim_p_accepted': 0.032, 'sim_p_invited': 0.068, 'style': 18.75, 'synthetic_version': 'v2_advanced'}",gyc8dhvum70lq25,hihfnszb0w7gkh9,False,20,63.75,0ef0kb9d3ulaezy,2025-12-05 10:19:46.530Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.023Z,"{'home_court': 25, 'intensity': 30, 'level': 20, 'mode': 'friend', 'sim_p_accepted': 0.568, 'sim_p_invited': 0.553, 'style': 16.666666666666664, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,fep6saqhm80vlax,True,1,91.67,sh7otuxydszlhx4,2025-12-05 10:19:46.533Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.026Z,"{'home_court': 25, 'intensity': 30, 'level': 20, 'mode': 'friend', 'sim_p_accepted': 0.05, 'sim_p_invited': 0.464, 'style': 10, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,ynxje6i9f3ymr6x,False,2,85,0edtk2tg22e8juy,2025-12-05 10:19:46.535Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.029Z,"{'home_court': 25, 'intensity': 30, 'level': 20, 'mode': 'friend', 'sim_p_accepted': 0.046, 'sim_p_invited': 0.397, 'style': 5, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,dvy96krni7irzo3,False,3,80,4hrs8viwx0b5ckv,2025-12-05 10:19:46.538Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.031Z,"{'home_court': 25, 'intensity': 30, 'level': 12, 'mode': 'friend', 'sim_p_accepted': 0.043, 'sim_p_invited': 0.348, 'style': 10, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,l72wj572bhobsf5,False,4,77,m93g4wkh7q5jzy2,2025-12-05 10:19:46.540Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.033Z,"{'home_court': 25, 'intensity': 30, 'level': 20, 'mode': 'friend', 'sim_p_accepted': 0.041, 'sim_p_invited': 0.308, 'style': 0, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,19vhvr626u5vaoj,False,5,75,gx6yyxp5bmogkef,2025-12-05 10:19:46.542Z
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.035Z,"{'home_court': 25, 'intensity': 30, 'level': 12, 'mode': 'friend', 'sim_p_accepted': 0.397, 'sim_p_invited': 0.271, 'style': 6.25, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,0qwjtc98niqq0eg,True,6,73.25,2nuewm90ekdtlgp,2025-12-05 10:19:46.545Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.038Z,"{'home_court': 25, 'intensity': 30, 'level': 12, 'mode': 'friend', 'sim_p_accepted': 0.039, 'sim_p_invited': 0.239, 'style': 5, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,ntut6fw48kuwygm,False,7,72,frbz12jvqu7wjrv,2025-12-05 10:19:46.548Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.040Z,"{'home_court': 25, 'intensity': 15, 'level': 20, 'mode': 'friend', 'sim_p_accepted': 0.369, 'sim_p_invited': 0.204, 'style': 10, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,y50zjk0ppr102ce,True,8,70,n6n9ntkew8ut3xs,2025-12-05 10:19:46.550Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.041Z,"{'home_court': 25, 'intensity': 15, 'level': 20, 'mode': 'friend', 'sim_p_accepted': 0.037, 'sim_p_invited': 0.179, 'style': 10, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,n6dpo5m5e9a6wel,False,9,70,byz2urfgebs2koo,2025-12-05 10:19:46.553Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.045Z,"{'home_court': 0, 'intensity': 30, 'level': 20, 'mode': 'friend', 'sim_p_accepted': 0.044, 'sim_p_invited': 0.177, 'style': 18.75, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,1er2msmmwjrw99i,False,10,68.75,4e5yd6e0nz5dnvt,2025-12-05 10:19:46.556Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.047Z,"{'home_court': 25, 'intensity': 15, 'level': 12, 'mode': 'friend', 'sim_p_accepted': 0.036, 'sim_p_invited': 0.125, 'style': 16.666666666666664, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,ioxzue2fhk6t26t,False,11,68.67,40j9w2w8w9na2gr,2025-12-05 10:19:46.558Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.049Z,"{'home_court': 25, 'intensity': 15, 'level': 20, 'mode': 'friend', 'sim_p_accepted': 0.033, 'sim_p_invited': 0.093, 'style': 5, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,lvkgjqnmd4yndzi,False,12,65,z6bs7ihx65wq6vc,2025-12-05 10:19:46.561Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.052Z,"{'home_court': 25, 'intensity': 15, 'level': 20, 'mode': 'friend', 'sim_p_accepted': 0.033, 'sim_p_invited': 0.07, 'style': 5, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,8gpqclwm4a3nu71,False,13,65,gqhnoprwz89ddyj,2025-12-05 10:19:46.563Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.054Z,"{'home_court': 25, 'intensity': 15, 'level': 12, 'mode': 'friend', 'sim_p_accepted': 0.033, 'sim_p_invited': 0.069, 'style': 12.5, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,wz1pse4y0qte4hc,False,14,64.5,ebcg7fkz1io21fi,2025-12-05 10:19:46.566Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.056Z,"{'home_court': 25, 'intensity': 30, 'level': 4, 'mode': 'friend', 'sim_p_accepted': 0.032, 'sim_p_invited': 0.068, 'style': 5, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,7wsqayxio9lyc7s,False,15,64,5t0ix7kdemzvdg0,2025-12-05 10:19:46.568Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.059Z,"{'home_court': 25, 'intensity': 15, 'level': 12, 'mode': 'friend', 'sim_p_accepted': 0.031, 'sim_p_invited': 0.066, 'style': 10, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,x5qa893361lqp5k,False,16,62,s672fsln5qe6d9t,2025-12-05 10:19:46.571Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.061Z,"{'home_court': 25, 'intensity': 15, 'level': 12, 'mode': 'friend', 'sim_p_accepted': 0.031, 'sim_p_invited': 0.066, 'style': 10, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,cut4z34kt7qlj3q,False,17,62,h0973m9bmgzebr7,2025-12-05 10:19:46.573Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.063Z,"{'home_court': 25, 'intensity': 15, 'level': 12, 'mode': 'friend', 'sim_p_accepted': 0.029, 'sim_p_invited': 0.063, 'style': 8.333333333333332, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,kfj77874b5u09de,False,18,60.33,6bedldo7nyczaz9,2025-12-05 10:19:46.576Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.065Z,"{'home_court': 25, 'intensity': 15, 'level': 12, 'mode': 'friend', 'sim_p_accepted': 0.029, 'sim_p_invited': 0.063, 'style': 8.333333333333332, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,0urx7nwkqhbdopc,False,19,60.33,jnndkkl6dvfb670,2025-12-05 10:19:46.579Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.068Z,"{'home_court': 0, 'intensity': 30, 'level': 20, 'mode': 'friend', 'sim_p_accepted': 0.037, 'sim_p_invited': 0.075, 'style': 10, 'synthetic_version': 'v2_advanced'}",mt56872w8tngo2i,4j6hmo8r0was8yd,False,20,60,4yivtv4m3fuv8bp,2025-12-05 10:19:46.581Z
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.094Z,"{'court': 0, 'habit': 0, 'intensity': 15, 'level': 40, 'mode': 'partner', 'role': 20, 'sim_p_accepted': 0.604, 'sim_p_invited': 0.578, 'style': 10, 'synthetic_version': 'v2_advanced'}",v73dpwrjj6nyxfy,c0cvwyhpn10ce7k,True,1,85,1kjsu6qiv6163f2,2025-12-05 10:19:46.584Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.096Z,"{'court': 0, 'habit': 0, 'intensity': 15, 'level': 40, 'mode': 'partner', 'role': 20, 'sim_p_accepted': 0.06, 'sim_p_invited': 0.539, 'style': 10, 'synthetic_version': 'v2_advanced'}",v73dpwrjj6nyxfy,ysvchfhi4d91zre,False,2,85,xkva4nupkk5y3de,2025-12-05 10:19:46.587Z
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.098Z,"{'court': 0, 'habit': 0, 'intensity': 15, 'level': 40, 'mode': 'partner', 'role': 20, 'sim_p_accepted': 0.604, 'sim_p_invited': 0.501, 'style': 10, 'synthetic_version': 'v2_advanced'}",v73dpwrjj6nyxfy,lp4kxf68gt5hd02,True,3,85,ebcg7fkz1io21fi,2025-12-05 10:19:46.590Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.101Z,"{'court': 5, 'habit': 0, 'intensity': 15, 'level': 40, 'mode': 'partner', 'role': 16, 'sim_p_accepted': 0.056, 'sim_p_invited': 0.433, 'style': 6.666666666666666, 'synthetic_version': 'v2_advanced'}",v73dpwrjj6nyxfy,j5y4w90qwdkw1rt,False,4,82.67,qb0zbbrzl8ubeq8,2025-12-05 10:19:46.594Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.104Z,"{'court': 0, 'habit': 0, 'intensity': 15, 'level': 40, 'mode': 'partner', 'role': 20, 'sim_p_accepted': 0.569, 'sim_p_invited': 0.402, 'style': 6.666666666666666, 'synthetic_version': 'v2_advanced'}",v73dpwrjj6nyxfy,gi23y667prtyzsu,True,5,81.67,8sm5flm66njwlq7,2025-12-05 10:19:46.596Z
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.107Z,"{'court': 0, 'habit': 0, 'intensity': 15, 'level': 40, 'mode': 'partner', 'role': 20, 'sim_p_accepted': 0.535, 'sim_p_invited': 0.347, 'style': 3.333333333333333, 'synthetic_version': 'v2_advanced'}",v73dpwrjj6nyxfy,gdhji3il0rrp27m,True,6,78.33,d9h3d9duos5q9cd,2025-12-05 10:19:46.599Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.110Z,"{'court': 0, 'habit': 0, 'intensity': 7.5, 'level': 40, 'mode': 'partner', 'role': 20, 'sim_p_accepted': 0.051, 'sim_p_invited': 0.298, 'style': 8, 'synthetic_version': 'v2_advanced'}",v73dpwrjj6nyxfy,iysxlycvel8jm0b,False,7,75.5,r3ziumbw0rf3tns,2025-12-05 10:19:46.604Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.111Z,"{'court': 0, 'habit': 0, 'intensity': 15, 'level': 40, 'mode': 'partner', 'role': 16, 'sim_p_accepted': 0.05, 'sim_p_invited': 0.262, 'style': 4, 'synthetic_version': 'v2_advanced'}",v73dpwrjj6nyxfy,39x04ple3wusid7,False,8,75,uvumxuvhefkuo0u,2025-12-05 10:19:46.606Z
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:46.114Z,"{'court': 5, 'habit': 0, 'intensity': 15, 'level': 30, 'mode': 'partner', 'role': 20, 'sim_p_accepted': 0.047, 'sim_p_invited': 0.217, 'style': 3.333333333333333, 'synthetic_version': 'v2_advanced'}",v73dpwrjj6nyxfy,e0if8deejfhktvk,False,9,73.33,j6d2unzsgjnca53,2025-12-05 10:19:46.609Z
