accepted,clicked_profile,collectionId,collectionName,created,features,from_user,id,invited,rank_in_list,rejected,responded,rule_score,session_id,shown,shown_at,to_user,updated
False,False,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.023Z,"{'exposure_p': 0.207, 'home_court': 25, 'intensity': 15, 'level': 20, 'mode': 'friend', 'rank_shown': 11, 'session_id': 'f204a026-e885-4669-b3d4-635ff07ede90', 'shown_at': '2025-12-14T17:30:35.056525+00:00', 'style': 10, 'synthetic_version': 'v3_funnel'}",0edtk2tg22e8juy,7vvuzwvfpcgdpop,False,11,False,False,70,f204a026-e885-4669-b3d4-635ff07ede90,True,2025-12-14 17:30:35.056Z,63toyqmblhpnjtp,2025-12-14 17:30:35.138Z
False,False,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.026Z,"{'exposure_p': 0.184, 'home_court': 25, 'intensity': 15, 'level': 20, 'mode': 'friend', 'rank_shown': 12, 'session_id': 'f204a026-e885-4669-b3d4-635ff07ede90', 'shown_at': '2025-12-14T17:30:35.056525+00:00', 'style': 10, 'synthetic_version': 'v3_funnel'}",0edtk2tg22e8juy,64g74gwqm5ff39x,False,12,False,False,70,f204a026-e885-4669-b3d4-635ff07ede90,True,2025-12-14 17:30:35.056Z,gqhnoprwz89ddyj,2025-12-14 17:30:35.141Z
False,False,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.029Z,"{'exposure_p': 0.165, 'home_court': 25, 'intensity': 15, 'level': 20, 'mode': 'friend', 'rank_shown': 13, 'session_id': 'f204a026-e885-4669-b3d4-635ff07ede90', 'shown_at': '2025-12-14T17:30:35.056525+00:00', 'style': 8.333333333333332, 'synthetic_version': 'v3_funnel'}",0edtk2tg22e8juy,ebn92repo0iuxoo,False,13,False,False,68.33,f204a026-e885-4669-b3d4-635ff07ede90,True,2025-12-14 17:30:35.056Z,n6n9ntkew8ut3xs,2025-12-14 17:30:35.144Z
False,False,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.031Z,"{'exposure_p': 0.148, 'home_court': 0, 'intensity': 30, 'level': 12, 'mode': 'friend', 'rank_shown': 14, 'session_id': 'f204a026-e885-4669-b3d4-635ff07ede90', 'shown_at': '2025-12-14T17:30:35.056525+00:00', 'style': 25, 'synthetic_version': 'v3_funnel'}",0edtk2tg22e8juy,f5011ud45l6kmcp,False,14,False,False,67,f204a026-e885-4669-b3d4-635ff07ede90,True,2025-12-14 17:30:35.056Z,ao3w1k5dg3m3f3a,2025-12-14 17:30:35.147Z
False,False,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.033Z,"{'exposure_p': 0.134, 'home_court': 25, 'intensity': 15, 'level': 12, 'mode': 'friend', 'rank_shown': 15, 'session_id': 'f204a026-e885-4669-b3d4-635ff07ede90', 'shown_at': '2025-12-14T17:30:35.056525+00:00', 'style': 15, 'synthetic_version': 'v3_funnel'}",0edtk2tg22e8juy,5x0h339xi2sz64c,False,15,False,False,67,f204a026-e885-4669-b3d4-635ff07ede90,True,2025-12-14 17:30:35.056Z,h0973m9bmgzebr7,2025-12-14 17:30:35.150Z
False,False,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.036Z,"{'exposure_p': 0.122, 'home_court': 25, 'intensity': 15, 'level': 20, 'mode': 'friend', 'rank_shown': 16, 'session_id': 'f204a026-e885-4669-b3d4-635ff07ede90', 'shown_at': '2025-12-14T17:30:35.056525+00:00', 'style': 6.25, 'synthetic_version': 'v3_funnel'}",0edtk2tg22e8juy,qvp9kmpmv7xw8st,False,16,False,False,66.25,f204a026-e885-4669-b3d4-635ff07ede90,True,2025-12-14 17:30:35.056Z,rkp3gkp7lg4dpqf,2025-12-14 17:30:35.154Z
False,False,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.040Z,"{'exposure_p': 0.111, 'home_court': 0, 'intensity': 30, 'level': 20, 'mode': 'friend', 'rank_shown': 17, 'session_id': 'f204a026-e885-4669-b3d4-635ff07ede90', 'shown_at': '2025-12-14T17:30:35.056525+00:00', 'style': 15, 'synthetic_version': 'v3_funnel'}",0edtk2tg22e8juy,cwpgk6q8nuslw6n,False,17,False,False,65,f204a026-e885-4669-b3d4-635ff07ede90,True,2025-12-14 17:30:35.056Z,4e5yd6e0nz5dnvt,2025-12-14 17:30:35.158Z
False,False,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.043Z,"{'exposure_p': 0.102, 'home_court': 0, 'intensity': 30, 'level': 20, 'mode': 'friend', 'rank_shown': 18, 'session_id': 'f204a026-e885-4669-b3d4-635ff07ede90', 'shown_at': '2025-12-14T17:30:35.056525+00:00', 'style': 15, 'synthetic_version': 'v3_funnel'}",0edtk2tg22e8juy,iir0vyt9813msau,False,18,False,False,65,f204a026-e885-4669-b3d4-635ff07ede90,True,2025-12-14 17:30:35.056Z,gf4d2fii7jryhmi,2025-12-14 17:30:35.161Z
False,False,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.045Z,"{'exposure_p': 0.094, 'home_court': 25, 'intensity': 30, 'level': 4, 'mode': 'friend', 'rank_shown': 19, 'session_id': 'f204a026-e885-4669-b3d4-635ff07ede90', 'shown_at': '2025-12-14T17:30:35.056525+00:00', 'style': 4.166666666666666, 'synthetic_version': 'v3_funnel'}",0edtk2tg22e8juy,f9er1gij7wpud7u,False,19,False,False,63.17,f204a026-e885-4669-b3d4-635ff07ede90,True,2025-12-14 17:30:35.056Z,5t0ix7kdemzvdg0,2025-12-14 17:30:35.164Z
False,False,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.048Z,"{'exposure_p': 0.087, 'home_court': 25, 'intensity': 15, 'level': 12, 'mode': 'friend', 'rank_shown': 20, 'session_id': 'f204a026-e885-4669-b3d4-635ff07ede90', 'shown_at': '2025-12-14T17:30:35.056525+00:00', 'style': 10, 'synthetic_version': 'v3_funnel'}",0edtk2tg22e8juy,e68ij99br3ztkcp,False,20,False,False,62,f204a026-e885-4669-b3d4-635ff07ede90,True,2025-12-14 17:30:35.056Z,vqfvjts494025f2,2025-12-14 17:30:35.168Z
False,False,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.291Z,"{'combined_score': 61.42026753792929, 'court': 0, 'exposure_p': 0.939, 'habit': 0, 'intensity': 15, 'level': 30, 'ml_prob': 0.9973422512643099, 'mode': 'partner', 'rank_shown': 1, 'role': 0, 'rule_score': 45, 'session_id': 'a47cf695-fc7d-451d-92bc-3661bfae1eee', 'shown_at': '2025-12-14T17:30:35.345962+00:00', 'style': 0, 'synthetic_version': 'v3_funnel'}",z02r3imkhmmt0gk,ycekm40gfs66e24,False,1,False,False,61.42,a47cf695-fc7d-451d-92bc-3661bfae1eee,True,2025-12-14 17:30:35.345Z,2fou26nn4di7395,2025-12-14 17:30:35.352Z
False,True,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.295Z,"{'clicked_profile': True, 'combined_score': 61.41819400407363, 'court': 0, 'dismiss_reason': 'too_far', 'exposure_p': 0.826, 'habit': 0, 'intensity': 15, 'level': 30, 'ml_prob': 0.9972731334691209, 'mode': 'partner', 'rank_shown': 2, 'role': 0, 'rule_score': 45, 'session_id': 'a47cf695-fc7d-451d-92bc-3661bfae1eee', 'shown_at': '2025-12-14T17:30:35.345962+00:00', 'sim_p_click': 0.626, 'sim_p_dismiss': 0.25, 'style': 0, 'synthetic_version': 'v3_funnel'}",z02r3imkhmmt0gk,qm6r4xve99uljfc,False,2,True,True,61.42,a47cf695-fc7d-451d-92bc-3661bfae1eee,True,2025-12-14 17:30:35.345Z,0guxc6pxb6ahc8o,2025-12-14 17:30:35.362Z
False,True,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.298Z,"{'clicked_profile': True, 'combined_score': 61.416066696869905, 'court': 0, 'dismiss_reason': 'not_matching_style', 'exposure_p': 0.704, 'habit': 0, 'intensity': 15, 'level': 30, 'ml_prob': 0.9972022232289972, 'mode': 'partner', 'rank_shown': 3, 'role': 0, 'rule_score': 45, 'session_id': 'a47cf695-fc7d-451d-92bc-3661bfae1eee', 'shown_at': '2025-12-14T17:30:35.345962+00:00', 'sim_p_click': 0.579, 'sim_p_dismiss': 0.249, 'style': 0, 'synthetic_version': 'v3_funnel'}",z02r3imkhmmt0gk,zv89hhw2bj25cia,False,3,True,True,61.42,a47cf695-fc7d-451d-92bc-3661bfae1eee,True,2025-12-14 17:30:35.345Z,r3ziumbw0rf3tns,2025-12-14 17:30:35.374Z
False,True,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.300Z,"{'clicked_profile': True, 'combined_score': 61.380316212221786, 'court': 0, 'exposure_p': 0.594, 'habit': 0, 'intensity': 15, 'level': 30, 'ml_prob': 0.9960105404073931, 'mode': 'partner', 'rank_shown': 4, 'response': 'no_invite', 'role': 0, 'rule_score': 45, 'session_id': 'a47cf695-fc7d-451d-92bc-3661bfae1eee', 'shown_at': '2025-12-14T17:30:35.345962+00:00', 'sim_p_click': 0.536, 'sim_p_dismiss': 0.243, 'sim_p_invited': 0.325, 'style': 0, 'synthetic_version': 'v3_funnel'}",z02r3imkhmmt0gk,tuqtm4dwozozn3h,False,4,False,False,61.38,a47cf695-fc7d-451d-92bc-3661bfae1eee,True,2025-12-14 17:30:35.345Z,fls68shwd3zk70y,2025-12-14 17:30:35.383Z
False,True,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.303Z,"{'clicked_profile': True, 'combined_score': 61.37720796240189, 'court': 0, 'dismiss_reason': 'not_matching_style', 'exposure_p': 0.5, 'habit': 0, 'intensity': 15, 'level': 30, 'ml_prob': 0.9959069320800631, 'mode': 'partner', 'rank_shown': 5, 'role': 0, 'rule_score': 45, 'session_id': 'a47cf695-fc7d-451d-92bc-3661bfae1eee', 'shown_at': '2025-12-14T17:30:35.345962+00:00', 'sim_p_click': 0.498, 'sim_p_dismiss': 0.238, 'style': 0, 'synthetic_version': 'v3_funnel'}",z02r3imkhmmt0gk,kmm7p3x5um8ei9i,False,5,True,True,61.38,a47cf695-fc7d-451d-92bc-3661bfae1eee,True,2025-12-14 17:30:35.345Z,sg55njoq35ul02n,2025-12-14 17:30:35.394Z
False,True,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.306Z,"{'clicked_profile': True, 'combined_score': 61.3740193300696, 'court': 0, 'exposure_p': 0.423, 'habit': 0, 'intensity': 15, 'level': 30, 'ml_prob': 0.9958006443356536, 'mode': 'partner', 'rank_shown': 6, 'response': 'no_invite', 'role': 0, 'rule_score': 45, 'session_id': 'a47cf695-fc7d-451d-92bc-3661bfae1eee', 'shown_at': '2025-12-14T17:30:35.345962+00:00', 'sim_p_click': 0.467, 'sim_p_dismiss': 0.234, 'sim_p_invited': 0.217, 'style': 0, 'synthetic_version': 'v3_funnel'}",z02r3imkhmmt0gk,cllckwpncrevk1e,False,6,False,False,61.37,a47cf695-fc7d-451d-92bc-3661bfae1eee,True,2025-12-14 17:30:35.345Z,nx94vgvgq59bzuo,2025-12-14 17:30:35.405Z
False,True,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.309Z,"{'clicked_profile': True, 'combined_score': 56.20817342640282, 'court': 0, 'exposure_p': 0.361, 'habit': 0, 'intensity': 7.5, 'level': 30, 'ml_prob': 0.9986057808800941, 'mode': 'partner', 'rank_shown': 7, 'response': 'no_invite', 'role': 0, 'rule_score': 37.5, 'session_id': 'a47cf695-fc7d-451d-92bc-3661bfae1eee', 'shown_at': '2025-12-14T17:30:35.345962+00:00', 'sim_p_click': 0.415, 'sim_p_dismiss': 0.25, 'sim_p_invited': 0.163, 'style': 0, 'synthetic_version': 'v3_funnel'}",z02r3imkhmmt0gk,6bxd26ze7xmv8i9,False,7,False,False,56.21,a47cf695-fc7d-451d-92bc-3661bfae1eee,True,2025-12-14 17:30:35.345Z,sxc5511cql782hf,2025-12-14 17:30:35.415Z
False,True,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.310Z,"{'clicked_profile': True, 'combined_score': 56.207084264575954, 'court': 0, 'dismiss_reason': 'too_far', 'exposure_p': 0.31, 'habit': 0, 'intensity': 7.5, 'level': 30, 'ml_prob': 0.9985694754858654, 'mode': 'partner', 'rank_shown': 8, 'role': 0, 'rule_score': 37.5, 'session_id': 'a47cf695-fc7d-451d-92bc-3661bfae1eee', 'shown_at': '2025-12-14T17:30:35.345962+00:00', 'sim_p_click': 0.395, 'sim_p_dismiss': 0.25, 'style': 0, 'synthetic_version': 'v3_funnel'}",z02r3imkhmmt0gk,wkt6tywszor9zpd,False,8,True,True,56.21,a47cf695-fc7d-451d-92bc-3661bfae1eee,True,2025-12-14 17:30:35.345Z,q6xjt8pplgw93hy,2025-12-14 17:30:35.424Z
False,True,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.314Z,"{'clicked_profile': True, 'combined_score': 56.20596678271781, 'court': 0, 'exposure_p': 0.269, 'habit': 0, 'intensity': 7.5, 'level': 30, 'ml_prob': 0.9985322260905937, 'mode': 'partner', 'rank_shown': 9, 'response': 'no_invite', 'role': 0, 'rule_score': 37.5, 'session_id': 'a47cf695-fc7d-451d-92bc-3661bfae1eee', 'shown_at': '2025-12-14T17:30:35.345962+00:00', 'sim_p_click': 0.38, 'sim_p_dismiss': 0.248, 'sim_p_invited': 0.117, 'style': 0, 'synthetic_version': 'v3_funnel'}",z02r3imkhmmt0gk,a2z0zlvp0vmxhix,False,9,False,False,56.21,a47cf695-fc7d-451d-92bc-3661bfae1eee,True,2025-12-14 17:30:35.345Z,d9h3d9duos5q9cd,2025-12-14 17:30:35.433Z
False,True,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.317Z,"{'clicked_profile': True, 'combined_score': 56.20482024665924, 'court': 0, 'dismiss_reason': 'not_matching_style', 'exposure_p': 0.235, 'habit': 0, 'intensity': 7.5, 'level': 30, 'ml_prob': 0.9984940082219746, 'mode': 'partner', 'rank_shown': 10, 'role': 0, 'rule_score': 37.5, 'session_id': 'a47cf695-fc7d-451d-92bc-3661bfae1eee', 'shown_at': '2025-12-14T17:30:35.345962+00:00', 'sim_p_click': 0.367, 'sim_p_dismiss': 0.246, 'style': 0, 'synthetic_version': 'v3_funnel'}",z02r3imkhmmt0gk,2240lne5x3nwhxe,False,10,True,True,56.2,a47cf695-fc7d-451d-92bc-3661bfae1eee,True,2025-12-14 17:30:35.345Z,dyffmz1kwjd5eh3,2025-12-14 17:30:35.443Z
False,True,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.319Z,"{'clicked_profile': True, 'combined_score': 56.203643903314486, 'court': 0, 'exposure_p': 0.207, 'habit': 0, 'intensity': 7.5, 'level': 30, 'ml_prob': 0.9984547967771497, 'mode': 'partner', 'rank_shown': 11, 'response': 'no_invite', 'role': 0, 'rule_score': 37.5, 'session_id': 'a47cf695-fc7d-451d-92bc-3661bfae1eee', 'shown_at': '2025-12-14T17:30:35.345962+00:00', 'sim_p_click': 0.357, 'sim_p_dismiss': 0.245, 'sim_p_invited': 0.088, 'style': 0, 'synthetic_version': 'v3_funnel'}",z02r3imkhmmt0gk,8rh5itk40wl8qib,False,11,False,False,56.2,a47cf695-fc7d-451d-92bc-3661bfae1eee,True,2025-12-14 17:30:35.345Z,v73dpwrjj6nyxfy,2025-12-14 17:30:35.452Z
False,False,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.322Z,"{'combined_score': 56.20243698019992, 'court': 0, 'exposure_p': 0.184, 'habit': 0, 'intensity': 7.5, 'level': 30, 'ml_prob': 0.9984145660066639, 'mode': 'partner', 'rank_shown': 12, 'role': 0, 'rule_score': 37.5, 'session_id': 'a47cf695-fc7d-451d-92bc-3661bfae1eee', 'shown_at': '2025-12-14T17:30:35.345962+00:00', 'style': 0, 'synthetic_version': 'v3_funnel'}",z02r3imkhmmt0gk,ojlzynescizpcsz,False,12,False,False,56.2,a47cf695-fc7d-451d-92bc-3661bfae1eee,True,2025-12-14 17:30:35.345Z,72d2klwl6tv9xh6,2025-12-14 17:30:35.455Z
False,False,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.325Z,"{'combined_score': 56.20119868494075, 'court': 0, 'exposure_p': 0.165, 'habit': 0, 'intensity': 7.5, 'level': 30, 'ml_prob': 0.9983732894980251, 'mode': 'partner', 'rank_shown': 13, 'role': 0, 'rule_score': 37.5, 'session_id': 'a47cf695-fc7d-451d-92bc-3661bfae1eee', 'shown_at': '2025-12-14T17:30:35.345962+00:00', 'style': 0, 'synthetic_version': 'v3_funnel'}",z02r3imkhmmt0gk,ddc9ffjn0zeng5m,False,13,False,False,56.2,a47cf695-fc7d-451d-92bc-3661bfae1eee,True,2025-12-14 17:30:35.345Z,25ft53xap5jzxzz,2025-12-14 17:30:35.458Z
False,False,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.327Z,"{'combined_score': 56.19992820476573, 'court': 0, 'exposure_p': 0.148, 'habit': 0, 'intensity': 7.5, 'level': 30, 'ml_prob': 0.9983309401588578, 'mode': 'partner', 'rank_shown': 14, 'role': 0, 'rule_score': 37.5, 'session_id': 'a47cf695-fc7d-451d-92bc-3661bfae1eee', 'shown_at': '2025-12-14T17:30:35.345962+00:00', 'style': 0, 'synthetic_version': 'v3_funnel'}",z02r3imkhmmt0gk,kqhy8mwztbs72fq,False,14,False,False,56.2,a47cf695-fc7d-451d-92bc-3661bfae1eee,True,2025-12-14 17:30:35.345Z,9mdbadijceh2xjs,2025-12-14 17:30:35.461Z
False,False,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.330Z,"{'combined_score': 56.19862470598921, 'court': 0, 'exposure_p': 0.134, 'habit': 0, 'intensity': 7.5, 'level': 30, 'ml_prob': 0.9982874901996404, 'mode': 'partner', 'rank_shown': 15, 'role': 0, 'rule_score': 37.5, 'session_id': 'a47cf695-fc7d-451d-92bc-3661bfae1eee', 'shown_at': '2025-12-14T17:30:35.345962+00:00', 'style': 0, 'synthetic_version': 'v3_funnel'}",z02r3imkhmmt0gk,fao2jyamz278clt,False,15,False,False,56.2,a47cf695-fc7d-451d-92bc-3661bfae1eee,True,2025-12-14 17:30:35.345Z,fydz99kwi5xqm4q,2025-12-14 17:30:35.464Z
False,False,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.332Z,"{'combined_score': 56.19728733348046, 'court': 0, 'exposure_p': 0.122, 'habit': 0, 'intensity': 7.5, 'level': 30, 'ml_prob': 0.9982429111160156, 'mode': 'partner', 'rank_shown': 16, 'role': 0, 'rule_score': 37.5, 'session_id': 'a47cf695-fc7d-451d-92bc-3661bfae1eee', 'shown_at': '2025-12-14T17:30:35.345962+00:00', 'style': 0, 'synthetic_version': 'v3_funnel'}",z02r3imkhmmt0gk,xda6w9jq5mmh0pa,False,16,False,False,56.2,a47cf695-fc7d-451d-92bc-3661bfae1eee,True,2025-12-14 17:30:35.345Z,6pt0amnv2okp9f2,2025-12-14 17:30:35.477Z
False,True,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.334Z,"{'clicked_profile': True, 'combined_score': 56.19591521012002, 'court': 0, 'dismiss_reason': 'not_matching_style', 'exposure_p': 0.111, 'habit': 0, 'intensity': 7.5, 'level': 30, 'ml_prob': 0.9981971736706674, 'mode': 'partner', 'rank_shown': 17, 'role': 0, 'rule_score': 37.5, 'session_id': 'a47cf695-fc7d-451d-92bc-3661bfae1eee', 'shown_at': '2025-12-14T17:30:35.345962+00:00', 'sim_p_click': 0.322, 'sim_p_dismiss': 0.239, 'style': 0, 'synthetic_version': 'v3_funnel'}",z02r3imkhmmt0gk,7bz7stfu4vg3n76,False,17,True,True,56.2,a47cf695-fc7d-451d-92bc-3661bfae1eee,True,2025-12-14 17:30:35.345Z,torxys9t80i4me5,2025-12-14 17:30:35.487Z
False,False,pbc_3452021157,recommendation_logs,2025-12-14 17:30:35.337Z,"{'combined_score': 56.19450743624253, 'court': 0, 'exposure_p': 0.102, 'habit': 0, 'intensity': 7.5, 'level': 30, 'ml_prob': 0.9981502478747509, 'mode': 'partner', 'rank_shown': 18, 'role': 0, 'rule_score': 37.5, 'session_id': 'a47cf695-fc7d-451d-92bc-3661bfae1eee', 'shown_at': '2025-12-14T17:30:35.345962+00:00', 'style': 0, 'synthetic_version': 'v3_funnel'}",z02r3imkhmmt0gk,9b90yjyw8v8nlso,False,18,False,False,56.19,a47cf695-fc7d-451d-92bc-3661bfae1eee,True,2025-12-14 17:30:35.345Z,hipn12d6hlvx5w6,2025-12-14 17:30:35.491Z
