accepted,clicked_profile,collectionId,collectionName,created,from_user,id,invited,rank_in_list,rejected,responded,rule_score,session_id,shown,shown_at,to_user,updated,f_clicked_profile,f_exposure_p,f_home_court,f_intensity,f_level,f_mode,f_rank_shown,f_response,f_session_id,f_shown_at,f_sim_p_click,f_sim_p_dismiss,f_sim_p_invited,f_style,f_synthetic_version,f_invited_at,f_sim_p_accepted,f_dismiss_reason,f_combined_score,f_court,f_habit,f_ml_prob,f_role,f_rule_score,f_forced_invite,is_top3,label_invited,label_accepted
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:34.951Z,f0l4zk5vssqr3pc,5hqt9bdf118mo4i,0,11,0,0,68.33,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,5qt1985hy147vbh,2025-12-18 23:17:35.096Z,,0.207,25.0,15.0,20,friend,11.0,,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,,,,8.333333333333332,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:17:34.954Z,f0l4zk5vssqr3pc,rkt06vo7c7owfno,0,12,1,1,66.25,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,torxys9t80i4me5,2025-12-18 23:17:35.105Z,True,0.184,25.0,15.0,20,friend,12.0,,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,0.401,0.18,,6.25,v4_funnel_seed,,,not_active,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:34.956Z,f0l4zk5vssqr3pc,bt5gdasy4r4xbyr,0,13,0,0,66.25,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,hipn12d6hlvx5w6,2025-12-18 23:17:35.108Z,,0.165,25.0,15.0,20,friend,13.0,,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,,,,6.25,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:34.959Z,f0l4zk5vssqr3pc,qlwts9puxlgyi6r,0,14,0,0,65.25,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,s9e21voho25djld,2025-12-18 23:17:35.111Z,,0.148,25.0,30.0,4,friend,14.0,,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,,,,6.25,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:34.961Z,f0l4zk5vssqr3pc,8th8iwolo8ct71m,0,15,0,0,65.0,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,o2kaxhpk1dn6are,2025-12-18 23:17:35.114Z,,0.134,25.0,15.0,20,friend,15.0,,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,,,,5.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:34.964Z,f0l4zk5vssqr3pc,t178c7ahu2cbdqm,0,16,0,0,64.5,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,uqcpu84hfbncvjh,2025-12-18 23:17:35.117Z,,0.122,25.0,15.0,12,friend,16.0,,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,,,,12.5,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:17:34.967Z,f0l4zk5vssqr3pc,ererplwhxoo5cy7,0,17,0,0,62.5,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,4ctdsuf8ny68see,2025-12-18 23:17:35.125Z,True,0.111,0.0,30.0,20,friend,17.0,ignored_quota,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,0.41,0.161,,12.5,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:17:34.969Z,f0l4zk5vssqr3pc,ig9vk5f03evforu,0,18,1,1,62.0,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,cyqqf5y5xk6b3g0,2025-12-18 23:17:35.134Z,True,0.102,25.0,15.0,12,friend,18.0,,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,0.352,0.189,,10.0,v4_funnel_seed,,,too_far,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:17:34.972Z,f0l4zk5vssqr3pc,19knj7xhaihjzgl,0,19,0,0,60.33,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,og2kv4sjkqh1h2j,2025-12-18 23:17:35.143Z,True,0.094,25.0,15.0,12,friend,19.0,ignored_quota,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,0.342,0.193,,8.333333333333332,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:34.974Z,f0l4zk5vssqr3pc,9grbmiifmiqteu4,0,20,0,0,60.0,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,27g7le2sut5p54e,2025-12-18 23:17:35.146Z,,0.087,0.0,30.0,20,friend,20.0,,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,,,,10.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:17:34.978Z,f0l4zk5vssqr3pc,mq3v4pv9vp8je0z,0,21,0,0,57.0,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,4yivtv4m3fuv8bp,2025-12-18 23:17:35.154Z,True,0.08,0.0,30.0,12,friend,21.0,ignored_quota,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,0.374,0.174,,15.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:17:34.981Z,f0l4zk5vssqr3pc,5l9xy3qpvvfsny7,0,22,0,0,57.0,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,kw3z4xs5rva74db,2025-12-18 23:17:35.163Z,True,0.075,0.0,30.0,12,friend,22.0,ignored_quota,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,0.371,0.174,,15.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:17:34.984Z,f0l4zk5vssqr3pc,tlej0wtudjykdn4,0,23,0,0,57.0,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,0edtk2tg22e8juy,2025-12-18 23:17:35.172Z,True,0.07,0.0,30.0,12,friend,23.0,ignored_quota,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,0.37,0.174,,15.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:34.987Z,f0l4zk5vssqr3pc,10pp3qq9sh37661,0,24,0,0,57.0,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,4e5yd6e0nz5dnvt,2025-12-18 23:17:35.175Z,,0.065,0.0,30.0,12,friend,24.0,,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,,,,15.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:34.990Z,f0l4zk5vssqr3pc,j3a0j95xoha60hv,0,25,0,0,57.0,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,1ai8ygkyph4s7po,2025-12-18 23:17:35.178Z,,0.061,25.0,15.0,12,friend,25.0,,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,,,,5.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:34.993Z,f0l4zk5vssqr3pc,9q72rrhacrl9ruk,0,26,0,0,57.0,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,ip2xjgllnhnhsvs,2025-12-18 23:17:35.181Z,,0.057,25.0,15.0,12,friend,26.0,,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,,,,5.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:34.996Z,f0l4zk5vssqr3pc,c8rhnk5iqayigbz,0,27,0,0,56.5,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,ueflkxf8h78wvu6,2025-12-18 23:17:35.184Z,,0.054,25.0,15.0,4,friend,27.0,,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,,,,12.5,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:34.999Z,f0l4zk5vssqr3pc,w0jhc7xdzgu6bqv,0,28,0,0,56.25,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,sg55njoq35ul02n,2025-12-18 23:17:35.187Z,,0.051,0.0,30.0,20,friend,28.0,,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,,,,6.25,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.001Z,f0l4zk5vssqr3pc,v7uaevid2kazftl,0,29,0,0,56.25,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,nx94vgvgq59bzuo,2025-12-18 23:17:35.190Z,,0.048,0.0,30.0,20,friend,29.0,,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,,,,6.25,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.004Z,f0l4zk5vssqr3pc,rnkexm46qv3zic1,0,30,0,0,55.57,2f8ffcca-594a-457c-81f8-3ad60df40e3f,1,2025-12-18 23:17:35.011Z,66dor2b1bkc7qt8,2025-12-18 23:17:35.193Z,,0.045,25.0,15.0,12,friend,30.0,,2f8ffcca-594a-457c-81f8-3ad60df40e3f,2025-12-18T23:17:35.011308+00:00,,,,3.571428571428571,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.220Z,z95ze7qrsvkctrp,ruzd143gsovksn0,0,1,0,0,75.0,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,y5jjpxuftbmk5an,2025-12-18 23:17:35.310Z,True,0.939,0.0,30.0,20,friend,1.0,no_invite,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,0.72,0.157,0.5,25.0,v4_funnel_seed,,,,,,,,,,,True,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.223Z,z95ze7qrsvkctrp,k9zhhvh3k7tp1eq,0,2,0,0,67.0,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,sh7otuxydszlhx4,2025-12-18 23:17:35.313Z,,0.826,0.0,30.0,12,friend,2.0,,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,,,,25.0,v4_funnel_seed,,,,,,,,,,,True,0,0
1,1,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.226Z,z95ze7qrsvkctrp,7ovrw5qu7o5ijkn,1,3,0,1,66.67,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,jxaz3050vz407k6,2025-12-18 23:17:35.334Z,True,0.704,0.0,30.0,20,friend,3.0,accepted,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,0.654,0.171,0.5,16.666666666666664,v4_funnel_seed,2025-12-18T23:17:35.328426+00:00,0.623,,,,,,,,,True,1,1
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.228Z,z95ze7qrsvkctrp,djkj0tpvfylsbnz,0,4,0,0,66.67,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,62x24naeknfdz2r,2025-12-18 23:17:35.337Z,,0.594,0.0,30.0,20,friend,4.0,,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,,,,16.666666666666664,v4_funnel_seed,,,,,,,,,,,False,0,0
1,1,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.231Z,z95ze7qrsvkctrp,9qlbm9036or0ecj,1,5,0,1,62.5,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,f3l7ef526rdiczn,2025-12-18 23:17:35.350Z,True,0.5,0.0,30.0,20,friend,5.0,accepted,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,0.56,0.174,0.442,12.5,v4_funnel_seed,2025-12-18T23:17:35.344753+00:00,0.608,,,,,,,,,False,1,1
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.234Z,z95ze7qrsvkctrp,z6rg3j3lsc1mdyo,0,6,0,0,62.5,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,hjzgfe8ilxynerr,2025-12-18 23:17:35.357Z,,0.423,0.0,30.0,20,friend,6.0,,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,,,,12.5,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.236Z,z95ze7qrsvkctrp,yq89pmddd7nujju,0,7,0,0,58.67,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,mt56872w8tngo2i,2025-12-18 23:17:35.360Z,,0.361,0.0,30.0,12,friend,7.0,,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,,,,16.666666666666664,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.239Z,z95ze7qrsvkctrp,aa6uo8gc85n4pes,0,8,0,0,58.33,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,0voa4x3d7z8mssf,2025-12-18 23:17:35.363Z,,0.31,0.0,30.0,20,friend,8.0,,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,,,,8.333333333333332,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.241Z,z95ze7qrsvkctrp,s6rc3plyz0e8ddp,1,9,0,1,58.33,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,2nuewm90ekdtlgp,2025-12-18 23:17:35.374Z,True,0.269,0.0,30.0,20,friend,9.0,ignored,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,0.451,0.177,0.211,8.333333333333332,v4_funnel_seed,2025-12-18T23:17:35.369366+00:00,0.608,,,,,,,,,False,1,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.244Z,z95ze7qrsvkctrp,d01gquro97zyxgd,0,10,0,0,56.25,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,jkoh32rzs8rlocp,2025-12-18 23:17:35.376Z,,0.235,0.0,30.0,20,friend,10.0,,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,,,,6.25,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.246Z,z95ze7qrsvkctrp,wi7edrqkhz0eb0h,0,11,0,0,56.25,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,mi6zg97si904770,2025-12-18 23:17:35.380Z,,0.207,0.0,30.0,20,friend,11.0,,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,,,,6.25,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.248Z,z95ze7qrsvkctrp,redvd4k6fnv7dgx,0,12,0,0,56.25,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,0spm7w4chm1o8yc,2025-12-18 23:17:35.382Z,,0.184,0.0,30.0,20,friend,12.0,,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,,,,6.25,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.251Z,z95ze7qrsvkctrp,wnv96qklb26biee,0,13,0,0,56.25,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,pn5jlqxgrfpwe4a,2025-12-18 23:17:35.385Z,,0.165,0.0,30.0,20,friend,13.0,,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,,,,6.25,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.254Z,z95ze7qrsvkctrp,la75otrkpqijfk2,0,14,0,0,56.25,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,frbz12jvqu7wjrv,2025-12-18 23:17:35.393Z,True,0.148,0.0,30.0,20,friend,14.0,ignored_quota,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,0.395,0.179,,6.25,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.256Z,z95ze7qrsvkctrp,qiehc4yllod5pob,0,15,1,1,55.0,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,wybjqhec1dhh8l3,2025-12-18 23:17:35.402Z,True,0.134,0.0,30.0,20,friend,15.0,,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,0.384,0.182,,5.0,v4_funnel_seed,,,other,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.259Z,z95ze7qrsvkctrp,ocz86g9shhsatnp,0,16,0,0,55.0,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,tp25bk9swxij5pi,2025-12-18 23:17:35.404Z,,0.122,0.0,30.0,20,friend,16.0,,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,,,,5.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.261Z,z95ze7qrsvkctrp,o6gkptv9p0xj057,0,17,0,0,55.0,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,8ewhspm4v3q6vx1,2025-12-18 23:17:35.415Z,True,0.111,0.0,30.0,20,friend,17.0,ignored_quota,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,0.376,0.181,,5.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.264Z,z95ze7qrsvkctrp,vqvdnkdj5etz79r,0,18,0,0,55.0,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,28lahyazim5v5bd,2025-12-18 23:17:35.418Z,,0.102,0.0,30.0,20,friend,18.0,,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,,,,5.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.266Z,z95ze7qrsvkctrp,ivkdqcy2j3piyro,0,19,0,0,55.0,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,m93g4wkh7q5jzy2,2025-12-18 23:17:35.426Z,True,0.094,0.0,30.0,20,friend,19.0,ignored_quota,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,0.369,0.18,,5.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:17:35.269Z,z95ze7qrsvkctrp,9b7ygzvlluc380g,0,20,0,0,55.0,4bb7f212-2b8b-4a71-9825-998bb2221f45,1,2025-12-18 23:17:35.296Z,ao3w1k5dg3m3f3a,2025-12-18 23:17:35.430Z,,0.087,0.0,30.0,20,friend,20.0,,4bb7f212-2b8b-4a71-9825-998bb2221f45,2025-12-18T23:17:35.296266+00:00,,,,5.0,v4_funnel_seed,,,,,,,,,,,False,0,0
